transition,trans_no,avg_time,SE_time
no_armature->armature,28,2.4932143742463637,0.06961011118741567
no_armature->armature,29,2.2746063619735946,0.0686140081945398
no_armature->armature,30,2.097295030341277,0.06641516589058312
no_armature->armature,31,1.9145082496389556,0.06311372211856889
no_armature->armature,32,1.7402230438170183,0.05806480456034232
no_armature->armature,33,1.5975011718885128,0.05291420437048734
no_armature->armature,34,1.4505132183093523,0.050344770253876056
no_armature->armature,35,1.3221747150322538,0.04735737043425398
no_armature->armature,36,1.2134984821044716,0.04484236999678107
no_armature->armature,37,1.090978362754043,0.04228227621003392
no_armature->armature,38,0.9984669394949572,0.041759256469908926
no_armature->armature,39,0.925809622895327,0.039473315221748614
no_armature->armature,40,0.8370960030741584,0.03690198390616874
no_armature->armature,41,0.7419569508208601,0.03499411154070018
no_armature->armature,42,0.6672507255636234,0.03319245593649805
no_armature->armature,43,0.5841894985262482,0.03144164217937087
no_armature->armature,44,0.5129972800181711,0.03125419153459153
no_armature->armature,45,0.4470975455435048,0.029611208969781217
no_armature->armature,46,0.40367806235234854,0.029617517917317943
no_armature->armature,47,0.36194359303785345,0.028924568248876736
no_armature->armature,48,0.30594310205623443,0.02775990991611888
no_armature->armature,49,0.2719758646017722,0.025108507510491495
no_armature->armature,50,0.23570449164193757,0.02407127183000938
no_armature->armature,51,0.2145806019493839,0.02285885148760298
no_armature->armature,52,0.20923055344448313,0.023095126648746984
no_armature->armature,53,0.1868283382624543,0.023001903751521804
