transition,trans_no,avg_time,SE_time
no_armature->armature,13,7.661113430271251,0.125139284196952
no_armature->armature,14,7.151567077170703,0.10973225011846749
no_armature->armature,15,6.576470097979155,0.10499481941932069
no_armature->armature,16,6.178182705167227,0.10105208550105622
no_armature->armature,17,5.782123250575658,0.09327301781134183
no_armature->armature,18,5.30476423108647,0.08370975734980689
no_armature->armature,19,4.927280301020421,0.08405853689713884
no_armature->armature,20,4.557052079351225,0.07651612504701182
no_armature->armature,21,4.2544749573127305,0.07135817541445927
no_armature->armature,22,3.9345401566554177,0.06405273226208326
no_armature->armature,23,3.6829924913714005,0.06205400319447959
no_armature->armature,24,3.4168201140052394,0.060474670368584664
no_armature->armature,25,3.177631450175069,0.05792507404389618
no_armature->armature,26,2.9543686449686475,0.05467767272651976
no_armature->armature,27,2.7328219224506203,0.053521242477160405
