"","time","transition","N_sim","trans_no","edge.length"
"441",13.2707070713139,"armature->no_armature",36,8,34
"442",13.2796626346419,"armature->no_armature",49,10,34
"443",13.2804162432588,"armature->no_armature",45,4,34
"444",13.2821184067116,"no_armature->armature",7,2,34
"445",13.2894238904772,"armature->no_armature",19,3,34
"446",13.3023955515298,"no_armature->armature",78,2,34
"447",13.3103466505309,"armature->no_armature",1,1,34
"448",13.3250507108083,"armature->no_armature",30,9,34
"449",13.3391154701423,"armature->no_armature",10,6,34
"450",13.3525481312064,"armature->no_armature",92,3,34
"451",13.3573356939812,"armature->no_armature",15,4,34
"452",13.3615497400952,"armature->no_armature",2,3,34
"453",13.3685600150886,"armature->no_armature",97,6,34
"454",13.374738584463,"armature->no_armature",74,3,34
"455",13.3835010458962,"armature->no_armature",26,7,34
"456",13.3908104739053,"armature->no_armature",64,2,34
"457",13.3966763065488,"armature->no_armature",72,4,34
"458",13.3981362369419,"no_armature->armature",52,2,34
"459",13.3993148708227,"armature->no_armature",58,1,34
"460",13.4006558240757,"armature->no_armature",22,5,34
"461",13.4010720965648,"armature->no_armature",90,6,34
"462",13.4102196294008,"armature->no_armature",34,2,34
"463",13.4853678101965,"no_armature->armature",58,2,35
"464",13.4938731979404,"no_armature->armature",44,2,35
"465",13.4951926745225,"armature->no_armature",21,3,35
"466",13.5165996181894,"armature->no_armature",100,3,35
"467",13.5216477932367,"armature->no_armature",17,4,35
"468",13.530718740741,"armature->no_armature",17,5,35
"469",13.5352369967565,"armature->no_armature",90,7,35
"470",13.5540541438475,"armature->no_armature",57,4,35
"471",13.5765049587992,"armature->no_armature",94,2,35
"472",13.5810891947331,"armature->no_armature",14,8,35
"473",13.5875475710079,"no_armature->armature",90,3,35
"474",13.5903926373126,"armature->no_armature",62,2,35
"475",13.5919453752251,"armature->no_armature",63,2,35
"476",13.5971346469318,"armature->no_armature",12,10,35
"477",13.6036665404127,"armature->no_armature",99,2,35
"478",13.631877867554,"armature->no_armature",45,5,35
"479",13.634992970647,"armature->no_armature",40,7,35
"480",13.6409723921646,"armature->no_armature",42,4,35
"481",13.652197714288,"armature->no_armature",34,3,35
"482",13.6550882866931,"armature->no_armature",12,11,35
"483",13.6571998519681,"armature->no_armature",86,2,35
"484",13.6624692557936,"no_armature->armature",96,2,35
"485",13.6641553674321,"armature->no_armature",59,3,35
"486",13.6831602657787,"armature->no_armature",65,3,35
"487",13.7063127284042,"armature->no_armature",35,1,35
"488",13.720997982447,"armature->no_armature",59,4,35
"489",13.7458303745579,"no_armature->armature",90,4,35
"490",13.7469488732407,"armature->no_armature",10,7,35
"491",13.7575787534812,"armature->no_armature",15,5,35
"492",13.762993683637,"armature->no_armature",4,7,35
"493",13.7649456574317,"armature->no_armature",34,4,35
"494",13.7665532382491,"armature->no_armature",33,5,35
"495",13.7673696491891,"armature->no_armature",72,5,35
"496",13.7718186240075,"armature->no_armature",80,5,35
"497",13.7827387708193,"armature->no_armature",37,2,35
"498",13.7832898911766,"armature->no_armature",36,9,35
"499",13.7850380158035,"armature->no_armature",49,11,35
"500",13.7855183657791,"armature->no_armature",57,5,35
"501",13.8025812905693,"no_armature->armature",65,2,35
"502",13.8208872986099,"armature->no_armature",68,2,35
"503",13.8232433397107,"armature->no_armature",52,3,35
"504",13.8496210633496,"armature->no_armature",76,2,35
"505",13.8760298565261,"armature->no_armature",39,9,35
"506",13.8851665467885,"armature->no_armature",29,2,35
"507",13.8910836569162,"armature->no_armature",36,10,35
"508",13.8966762225895,"armature->no_armature",60,3,35
"509",13.8982828381615,"armature->no_armature",41,4,35
"510",13.9236588593294,"armature->no_armature",84,4,35
"511",13.9297586538917,"armature->no_armature",60,4,35
"512",13.9389365297309,"armature->no_armature",76,3,35
"513",13.9392278253466,"armature->no_armature",67,6,35
"514",13.9441693005344,"armature->no_armature",100,4,35
"515",13.9626440704163,"armature->no_armature",57,6,35
"516",13.987934146372,"armature->no_armature",37,3,35
"517",14.003632968058,"armature->no_armature",46,4,35
"518",14.0054128203389,"armature->no_armature",24,3,35
"519",14.0161123316338,"armature->no_armature",32,2,35
"520",14.0181916678851,"armature->no_armature",46,5,35
"521",14.0459944074225,"armature->no_armature",57,7,35
"522",14.0462706945808,"armature->no_armature",100,5,35
"523",14.0527946717351,"armature->no_armature",61,2,35
