"","time","transition","N_sim","trans_no","edge.length"
"8901",202.339351706723,"non_herb_small->herb_small",22,16,420
"8902",202.340302744438,"herb_small->non_herb_small",67,25,420
"8903",202.341498386919,"herb_large->herb_small",13,3,420
"8904",202.341782832632,"non_herb_large->non_herb_small",24,23,420
"8905",202.343531149677,"herb_small->non_herb_small",15,22,420
"8906",202.345278708231,"non_herb_small->herb_small",61,21,421
"8907",202.348674679325,"non_herb_small->herb_small",5,25,421
"8908",202.349232128243,"herb_small->herb_large",93,10,421
"8909",202.35155913161,"herb_small->non_herb_small",85,33,422
"8910",202.354139946661,"non_herb_large->non_herb_small",30,20,422
"8911",202.354296034309,"herb_large->herb_small",49,5,422
"8912",202.354694271215,"non_herb_large->non_herb_small",95,26,422
"8913",202.356295699089,"herb_small->non_herb_small",93,29,423
"8914",202.356731550173,"herb_small->non_herb_small",49,33,423
"8915",202.358681954721,"herb_large->herb_small",53,5,423
"8916",202.35939721134,"non_herb_small->herb_small",84,21,423
"8917",202.362240197407,"herb_large->herb_small",69,4,423
"8918",202.362262571915,"herb_small->non_herb_small",97,16,423
"8919",202.365461767283,"non_herb_large->non_herb_small",78,16,423
"8920",202.366343906626,"non_herb_large->non_herb_small",64,9,423
"8921",202.368207754985,"non_herb_small->non_herb_large",73,6,423
"8922",202.371953456899,"non_herb_small->herb_small",44,30,423
"8923",202.372028717471,"herb_small->non_herb_small",68,37,423
"8924",202.373480232591,"non_herb_large->non_herb_small",25,20,423
"8925",202.376134291446,"herb_small->non_herb_small",67,26,423
"8926",202.379343897195,"herb_small->non_herb_small",45,23,423
"8927",202.380763913441,"non_herb_small->herb_small",57,20,423
"8928",202.381226937873,"non_herb_small->herb_small",26,18,423
"8929",202.381461401035,"non_herb_small->non_herb_large",47,12,423
"8930",202.382873881681,"herb_small->non_herb_small",65,36,423
"8931",202.383363960734,"non_herb_small->non_herb_large",73,7,423
"8932",202.384272375924,"non_herb_small->herb_small",17,29,423
"8933",202.384402939695,"non_herb_small->herb_small",1,23,423
"8934",202.384539040092,"non_herb_large->non_herb_small",7,18,423
"8935",202.385702545338,"non_herb_small->herb_small",52,21,423
"8936",202.390807297634,"non_herb_small->herb_small",21,26,423
"8937",202.392697481941,"non_herb_large->non_herb_small",46,23,423
"8938",202.394834927688,"non_herb_small->herb_small",79,28,423
"8939",202.396599288705,"non_herb_small->herb_small",16,19,423
"8940",202.397642586594,"non_herb_large->non_herb_small",38,21,423
"8941",202.400024677894,"herb_small->non_herb_small",54,24,423
"8942",202.400351057169,"non_herb_small->herb_small",25,21,423
"8943",202.404161992743,"non_herb_small->herb_small",19,19,423
"8944",202.405133830792,"herb_small->herb_large",96,11,423
"8945",202.406682464251,"non_herb_large->herb_large",48,11,423
"8946",202.408098798649,"non_herb_small->herb_small",13,21,423
"8947",202.411215560576,"non_herb_small->herb_small",45,21,424
"8948",202.411486466941,"herb_small->non_herb_small",98,24,424
"8949",202.413110085491,"herb_small->herb_large",70,7,424
"8950",202.414408022491,"non_herb_small->non_herb_large",56,9,424
"8951",202.415507820965,"herb_small->non_herb_small",23,31,424
"8952",202.415877088857,"herb_small->non_herb_small",60,21,424
"8953",202.416314384323,"non_herb_large->non_herb_small",67,23,424
"8954",202.419057806483,"herb_large->non_herb_large",91,2,424
"8955",202.419782006069,"non_herb_small->herb_small",80,20,424
"8956",202.421064083806,"herb_small->non_herb_small",25,28,424
"8957",202.426375169529,"non_herb_large->non_herb_small",2,13,424
"8958",202.42730507222,"non_herb_large->herb_large",20,10,424
"8959",202.428146905519,"non_herb_small->herb_small",95,31,424
"8960",202.42852259097,"non_herb_large->non_herb_small",92,33,424
"8961",202.432035207214,"herb_small->non_herb_small",64,14,424
"8962",202.433313880387,"herb_small->herb_large",4,7,424
"8963",202.434918731196,"non_herb_large->non_herb_small",34,14,424
"8964",202.435452286743,"herb_small->non_herb_small",56,26,424
"8965",202.436068180541,"non_herb_large->herb_large",77,7,424
"8966",202.437810980218,"herb_small->non_herb_small",37,27,424
"8967",202.438832053304,"non_herb_large->non_herb_small",61,16,424
"8968",202.44482834286,"non_herb_small->herb_small",21,27,425
"8969",202.446855493053,"non_herb_large->non_herb_small",79,17,425
"8970",202.447321295243,"non_herb_small->non_herb_large",46,12,425
"8971",202.449676601861,"non_herb_small->non_herb_large",59,8,425
"8972",202.450251273268,"non_herb_large->non_herb_small",91,23,425
"8973",202.450251515057,"non_herb_small->non_herb_large",68,5,425
"8974",202.45225623158,"non_herb_large->herb_large",48,12,425
"8975",202.45371903942,"non_herb_large->non_herb_small",58,20,425
