"","Condition_Met"
"Neotoma_fuscipes",0
"Neotoma_leucodon",0
"Neotoma_angustapalata",0
"Neotoma_micropus",0
"Neotoma_magister",0
"Neotoma_floridana",0
"Neotoma_nelsoni",0
"Neotoma_albigula",0
"Neotoma_goldmani",0
"Neotoma_mexicana",0
"Neotoma_stephensi",0
"Neotoma_cinerea",0
"Hodomys_alleni",0
"Xenomys_nelsoni",0
"Nelsonia_goldmani",0
"Nelsonia_neotomodon",0
"Eliurus_majori",0
"Eliurus_antsingy",0
"Eliurus_ellermani",0
"Eliurus_webbi",0
"Eliurus_tanala",0
"Eliurus_myoxinus",0
"Eliurus_minor",0
"Eliurus_grandidieri",0
"Voalavo_gymnocaudus",0
"Voalavo_antsahabensis",0
"Gymnuromys_roberti",0
"Brachytarsomys_albicauda",0
"Macrotarsomys_bastardi",0
"Macrotarsomys_ingens",0
"Monticolomys_koopmani",0
"Nesomys_rufus",0
"Nesomys_audeberti",0
"Brachyuromys_ramirohitra",0
"Brachyuromys_betsileoensis",0
"Hypogeomys_antimena",0
"Hypogeomys_australis",0
"Cricetomys_gambianus",0
"Cricetomys_emini",0
"Beamys_hindei",0
"Steatomys_bocagei",0
"Steatomys_parvus",0
"Steatomys_caurinus",0
"Dendromus_insignis",0
"Dendromus_mystacalis",0
"Malacothrix_typica",0
"Saccostomus_campestris",0
"Saccostomus_mearnsi",0
"Mystromys_albicaudatus",0
"Petromyscus_collinus",0
"Petromyscus_barbouri",0
"Delanymys_brooksi",0
"Calomyscus_bailwardi",0
"Calomyscus_baluchi",0
"Tachyoryctes_splendens",0
"Tachyoryctes_macrocephalus",0
"Rhizomys_pruinosus",0
"Rhizomys_sinensis",0
"Spalax_graecus",0
"Spalax_microphthalmus",0
"Spalax_zemni",0
"Spalax_ehrenbergi",0
"Spalax_leucodon",0
"Spalax_nehringi",0
"Cannomys_badius",0
"Myospalax_myospalax",0
"Myospalax_aspalax",0
"Eospalax_fontanierii",0
"Eospalax_smithii",0
"Eospalax_rothschildi",0
"Platacanthomys_lasiurus",0
"Typhlomys_cinereus",0
"Sicista_armenica",0
"Sicista_kazbegica",0
"Napaeozapus_insignis",0
"Zapus_hudsonius",0
"Zapus_princeps",0
"Zapus_trinotatus",0
"Eozapus_setchuanus",0
"Allactaga_firouzi",0
"Allactaga_elater",0
"Allactaga_euphratica",0
"Allactaga_williamsi",0
"Dipus_sagitta",0
"Jaculus_jaculus",0
"Jaculus_blanfordi",0
"Jaculus_orientalis",0
"Idiurus_macrotis",0
"Idiurus_zenkeri",0
"Anomalurus_pusillus",0
"Anomalurus_pelii",0
"Pedetes_capensis",0
"Pedetes_surdaster",0
"Cratogeomys_fumosus",0
"Cratogeomys_planiceps",0
"Cratogeomys_goldmani",0
"Cratogeomys_castanops",0
"Cratogeomys_merriami",0
"Cratogeomys_perotensis",0
"Cratogeomys_fulvescens",0
"Orthogeomys_heterodus",0
"Heterogeomys_cherriei",0
"Orthogeomys_underwoodi",0
"Orthogeomys_cavator",0
"Orthogeomys_hispidus",0
"Orthogeomys_lanius",0
"Pappogeomys_bulleri",0
"Orthogeomys_grandis",0
"Orthogeomys_cuniculus",0
"Zygogeomys_trichopus",0
"Geomys_breviceps",0
"Geomys_attwateri",0
"Geomys_bursarius",0
"Geomys_knoxjonesi",0
"Geomys_arenarius",0
"Geomys_texensis",0
"Geomys_tropicalis",0
"Geomys_personatus",0
"Geomys_pinetis",0
"Thomomys_bulbivorus",0
"Thomomys_bottae",0
"Thomomys_umbrinus",0
"Thomomys_townsendii",0
"Thomomys_monticola",0
"Thomomys_mazama",0
"Thomomys_talpoides",0
"Heteromys_irroratus",0
"Heteromys_nelsoni",0
"Heteromys_gaumeri",0
"Heteromys_oresterus",0
"Heteromys_desmarestianus",0
"Heteromys_anomalus",0
"Heteromys_australis",0
"Heteromys_spectabilis",0
"Heteromys_pictus",0
"Heteromys_salvini",0
"Heteromys_adspersus",0
"Perognathus_fasciatus",0
"Perognathus_flavescens",0
"Perognathus_inornatus",0
"Perognathus_longimembris",0
"Perognathus_amplus",0
"Perognathus_merriami",0
"Perognathus_flavus",0
"Perognathus_parvus",0
"Perognathus_alticola",0
"Chaetodipus_formosus",0
"Chaetodipus_spinatus",0
"Chaetodipus_californicus",0
"Chaetodipus_fallax",0
"Chaetodipus_arenarius",0
"Chaetodipus_goldmani",0
"Chaetodipus_artus",0
"Chaetodipus_intermedius",0
"Chaetodipus_nelsoni",0
"Chaetodipus_penicillatus",0
"Chaetodipus_eremicus",0
"Chaetodipus_pernix",0
"Chaetodipus_hispidus",0
"Chaetodipus_rudinoris",0
"Chaetodipus_baileyi",0
"Dipodomys_nelsoni",0
"Dipodomys_spectabilis",0
"Dipodomys_ordii",0
"Dipodomys_compactus",0
"Dipodomys_nitratoides",0
"Dipodomys_merriami",0
"Dipodomys_elator",0
"Dipodomys_phillipsii",0
"Dipodomys_venustus",0
"Dipodomys_simulans",0
"Dipodomys_agilis",0
"Dipodomys_ingens",0
"Dipodomys_gravipes",0
"Dipodomys_microps",0
"Dipodomys_panamintinus",0
"Dipodomys_heermanni",0
"Dipodomys_stephensi",0
"Dipodomys_californicus",0
"Dipodomys_deserti",0
"Microdipodops_megacephalus",0
"Microdipodops_pallidus",0
"Castor_fiber",1
"Castor_canadensis",1
"Castoroides_ohioensis",1
"Prolagus_sardus",0
"Ochotona_erythrotis",0
"Ochotona_ladacensis",0
"Ochotona_roylei",0
"Ochotona_macrotis",0
"Ochotona_koslowi",0
"Ochotona_rutila",0
"Ochotona_iliensis",0
"Ochotona_rufescens",0
"Ochotona_forresti",0
"Ochotona_nubrica",0
"Ochotona_curzoniae",0
"Ochotona_cansus",0
"Ochotona_thibetana",0
"Ochotona_dauurica",0
"Ochotona_thomasi",0
"Ochotona_pusilla",0
"Ochotona_pallasii",0
"Ochotona_opaca",0
"Ochotona_hoffmanni",0
"Ochotona_hyperborea",0
"Ochotona_turuchanensis",0
"Ochotona_alpina",0
"Ochotona_argentata",0
"Ochotona_collaris",0
"Ochotona_princeps",0
"Ochotona_gloveri",0
"Pentalagus_furnessi",0
"Pronolagus_crassicaudatus",0
"Pronolagus_randensis",0
"Pronolagus_rupestris",0
"Pronolagus_saundersiae",0
"Poelagus_marjorita",0
"Nesolagus_timminsi",0
"Nesolagus_netscheri",0
"Romerolagus_diazi",0
"Lepus_coreanus",0
"Lepus_othus",0
"Lepus_arcticus",0
"Lepus_castroviejoi",0
"Lepus_timidus",0
"Lepus_townsendii",0
"Lepus_insularis",0
"Lepus_californicus",0
"Lepus_alleni",0
"Lepus_flavigularis",0
"Lepus_callotis",0
"Lepus_tolai",0
"Lepus_tibetanus",0
"Lepus_starcki",0
"Lepus_capensis",0
"Lepus_habessinicus",0
"Lepus_corsicanus",0
"Lepus_yarkandensis",0
"Lepus_oiostolus",0
"Lepus_comus",0
"Lepus_granatensis",0
"Lepus_europaeus",0
"Lepus_nigricollis",0
"Lepus_peguensis",0
"Lepus_hainanus",0
"Lepus_saxatilis",0
"Lepus_victoriae",0
"Lepus_fagani",0
"Lepus_brachyurus",0
"Lepus_americanus",0
"Lepus_mandshuricus",0
"Lepus_sinensis",0
"Sylvilagus_aquaticus",0
"Sylvilagus_palustris",0
"Sylvilagus_obscurus",0
"Sylvilagus_transitionalis",0
"Sylvilagus_robustus",0
"Sylvilagus_floridanus",0
"Sylvilagus_cunicularius",0
"Sylvilagus_graysoni",0
"Sylvilagus_nuttallii",0
"Sylvilagus_audubonii",0
"Brachylagus_idahoensis",0
"Bunolagus_monticularis",0
"Oryctolagus_cuniculus",0
"Caprolagus_hispidus",0
"Dendrogale_melanura",0
"Dendrogale_murina",0
"Urogale_everetti",0
"Tupaia_gracilis",0
"Tupaia_picta",0
"Tupaia_splendidula",0
"Tupaia_montana",0
"Tupaia_tana",0
"Tupaia_minor",0
"Tupaia_moellendorffi",0
"Tupaia_palawanensis",0
"Tupaia_nicobarica",0
"Tupaia_javanica",0
"Tupaia_dorsalis",0
"Tupaia_chrysogaster",0
"Tupaia_longipes",0
"Tupaia_glis",0
"Tupaia_belangeri",0
"Anathana_ellioti",0
"Ptilocercus_lowii",0
"Calyptophractus_retusus",0
"Chlamyphorus_truncatus",0
"Priodontes_maximus",0
"Tolypeutes_matacus",0
"Tolypeutes_tricinctus",0
"Cabassous_chacoensis",0
"Cabassous_unicinctus",0
"Cabassous_centralis",0
"Cabassous_tatouay",0
"Holmesina_paulacoutoi",1
"Holmesina_occidentalis",1
"Pampatherium_humboldti",1
"Pampatherium_typum",1
"Glyptodon_clavipes",1
"Glyptodon_reticulatus",1
"Doedicurus_clavicaudatus",1
"Panochthus_tuberculatus",1
"Neuryurus_trabeculatus",1
"Pachyarmatherium_brasiliense",0
"Chaetophractus_vellerosus",0
"Zaedyus_pichiy",0
"Euphractus_sexcinctus",0
"Dasypus_septemcinctus",0
"Dasypus_pilosus",0
"Dasypus_sabanicola",0
"Dasypus_yepesi",0
"Dasypus_novemcinctus",0
"Dasypus_kappleri",0
"Dasypus_bellus",0
"Propraopus_punctatus",0
"Propraopus_sulcatus",0
"Tamandua_tetradactyla",0
"Tamandua_mexicana",0
"Myrmecophaga_tridactyla",0
"Cyclopes_didactylus",0
"Valgipes_bucklandi",1
"Scelidodon_chiliensis",1
"Catonyx_cuvieri",1
"Scelidotherium_leptocephalum",1
"Glossotherium_robustum",1
"Lestodon_armatus",1
"Paramylodon_harlani",1
"Megatherium_americanum",1
"Megatherium_tarijense",1
"Eremotherium_laurillardi",1
"Nothrotheriops_shastensis",1
"Nothrotherium_maquinense",1
"Megalocnus_rodens",1
"Megalocnus_zile",1
"Parocnus_browni",1
"Parocnus_serus",1
"Acratocnus_odontrigonus",1
"Acratocnus_ye",1
"Diabolotherium_nordenskioldi",1
"Megalonyx_jeffersonii",1
"Neocnus_comes",1
"Neocnus_dousman",1
"Choloepus_didactylus",0
"Choloepus_hoffmanni",0
"Bradypus_torquatus",0
"Bradypus_pygmaeus",0
"Bradypus_tridactylus",0
"Bradypus_variegatus",0
"Notiomastodon_platensis",1
"Cuvieronius_hyodon",1
"Stegodon_florensis",1
"Stegodon_orientalis",1
"Elephas_iolensis",1
"Elephas_maximus",1
"Elephas_cypriotes",1
"Elephas_antiquus",1
"Mammuthus_columbi",1
"Mammuthus_exilis",1
"Mammuthus_primigenius",1
"Loxodonta_africana",1
"Mammut_americanum",1
"Dendrohyrax_validus",0
"Dendrohyrax_dorsalis",0
"Dendrohyrax_arboreus",0
"Heterohyrax_brucei",0
"Procavia_capensis",0
"Orycteropus_afer",0
"Macroscelides_proboscideus",0
"Macroscelides_flavicaudatus",0
"Macroscelides_micus",0
"Elephantulus_rozeti",0
"Petrodromus_tetradactylus",0
"Elephantulus_edwardii",0
"Elephantulus_pilicaudus",0
"Elephantulus_myurus",0
"Elephantulus_rupestris",0
"Elephantulus_intufi",0
"Elephantulus_brachyrhynchus",0
"Elephantulus_rufescens",0
"Elephantulus_fuscipes",0
"Elephantulus_fuscus",0
"Elephantulus_revoilii",0
"Rhynchocyon_petersi",0
"Rhynchocyon_cirnei",0
"Rhynchocyon_chrysopygus",0
"Potamogale_velox",0
"Micropotamogale_lamottei",0
"Micropotamogale_ruwenzorii",0
"Setifer_setosus",0
"Echinops_telfairi",0
"Tenrec_ecaudatus",0
"Hemicentetes_nigriceps",0
"Hemicentetes_semispinosus",0
"Geogale_aurita",0
"Microgale_brevicaudata",0
"Microgale_cowani",0
"Microgale_longicaudata",0
"Microgale_pusilla",0
"Microgale_principula",0
"Limnogale_mergulus",0
"Oryzorictes_hova",0
"Oryzorictes_tetradactylus",0
"Huetia_leucorhina",0
"Cryptochloris_wintoni",0
"Cryptochloris_zyli",0
"Chrysochloris_asiatica",0
"Chrysochloris_stuhlmanni",0
"Chrysospalax_trevelyani",0
"Chrysospalax_villosus",0
"Calcochloris_obtusirostris",0
"Calcochloris_tytonis",0
"Amblysomus_marleyi",0
"Amblysomus_hottentotus",0
"Amblysomus_septentrionalis",0
"Amblysomus_corriae",0
"Amblysomus_robustus",0
"Neamblysomus_gunningi",0
"Neamblysomus_julianae",0
"Carpitalpa_arendsi",0
"Chlorotalpa_duthieae",0
"Chlorotalpa_sclateri",0
"Eremitalpa_granti",0
"Ornithorhynchus_anatinus",0
"Megalibgwilia_ramsayi",0
"Tachyglossus_aculeatus",0
"Zaglossus_attenboroughi",0
"Zaglossus_bartoni",0
"Zaglossus_bruijnii",0
"Zaglossus_hacketti",0
